pubmed_id,title,abstract,publication_year,publication_month,journal,authors,abstract_length,has_abstract,publication_date
41169457,Identification and Validation of Lipid Metabolism-Related Biomarkers GPD1 and CEBPD in Metabolic Dysfunction-Associated Steatohepatitis.,"Metabolic dysfunction-associated steatohepatitis (MASH) remains a major clinical challenge due to the lack of effective diagnostic biomarkers and therapeutic targets. Identifying and validating key lipid metabolism-related genes may offer novel strategies for the early diagnosis and targeted treatment of MASH. In this study, differentially expressed genes (DEGs) were identified from public databases using integrated bioinformatics approaches. Weighted gene co-expression network analysis (WGCNA) and multiple machine learning algorithms were employed to screen for hub genes closely associated with MASH. The expression levels and diagnostic potential of the candidate genes GPD1 and CEBPD were systematically evaluated through nomogram construction, immune infiltration analysis, and both in vivo and in vitro experiments. Their biological functions were further validated at the cellular level. The results revealed a strong association between lipid metabolism dysregulation and alterations in immune cell composition in MASH. GPD1 was significantly upregulated and CEBPD was downregulated in both the MASH animal and cell models, and both genes showed good diagnostic value. Functional experiments demonstrated that knockdown of GPD1 in HepG2 cells significantly reduced lipid accumulation, inflammatory responses, and expression of fibrosis-related markers. Similarly, overexpression of CEBPD also inhibited these pathological processes, indicating that both GPD1 and CEBPD play critical roles in MASH progression. This study highlights the importance of GPD1 and CEBPD as potential diagnostic biomarkers and therapeutic targets for MASH, providing a theoretical and experimental foundation for improving early diagnostic strategies and developing interventions targeting inflammation and lipid metabolism dysregulation in metabolic liver disease.",2025,01,Journal of inflammation research,Jianyu Zhou; Chunying Xiao; Bin Huang; Fenfang Chen,1857,True,2025-01-01
41011236,Impact of Adding GLP-1 Receptor Agonists to Insulin Therapy on Cardiovascular and Microvascular Outcomes in Type 2 Diabetes: A Nationwide Cohort Study from Taiwan.,,2025,Sep,"Pharmaceuticals (Basel, Switzerland)",Fu-Shun Yen; James Cheng-Chung Wei; Chen-Yu Sung; Pei-Yun Li; Fuu-Jen Tsai; Chih-Cheng Hsu; Chii-Min Hwu,0,False,2025-09-01
41069298,[Semaglutide 2.4 mg (Wegovy®) for the management of clinical obesity with weight-related complications].,"Semaglutide (Ozempic®), administered as a weekly subcutaneous injection up to 1.0 mg, holds a privileged place in the international guidelines for the management of type 2 diabetes. Commercialized under the trade name Wegovy®, semaglutide is also indicated at a weekly dose up to 2.4 mg for the management of obesity or over-weight with at least one weight-related comorbidity, after failure and in combination with life-style interventions. Its efficacy and tolerance were investigated in the STEP clinical research programme. Gastrointestinal adverse events after initiation of therapy, as with all glucagon-like peptide-1 receptor agonists, requires a progressive titration every 4 weeks from 0.25 mg to 2.4 mg/week. It is the first anti-obesity medication that has shown a significant reduction of major cardiovascular events and all-cause mortality in the large placebo-controlled SELECT trial. Wegovy® is commercialized in Belgium (currently not reimbursed) according to the indications supported by the European Medicines Agency (EMA) both in adults and adolescents suffering from obesity or overweight with at least one weight-related complication, ideally within a holistic multidisciplinary approach. Le sémaglutide (Ozempic®), titré jusqu’à la dose de 1,0 mg en injection sous-cutanée par semaine, occupe une place de choix dans les recommandations internationales pour le traitement du diabète de type 2. Commercialisé sous le nom de Wegovy®, il est également indiqué à la posologie de 2,4 mg/semaine pour le traitement de l’obésité ou du surpoids avec au moins une comorbidité, après échec et en complément des mesures du style de vie. Son efficacité et sa tolérance ont été étudiées dans le programme étendu de recherche clinique STEP. La tolérance digestive imparfaite en début de traitement, comme avec tous les agonistes des récepteurs du glucagon-like peptide-1, requiert une titration progressive de 4 en 4 semaines de 0,25 mg à 2,4 mg/semaine. Il est le premier médicament «anti-obésité» à montrer une réduction significative des événements cardiovasculaires majeurs et de la mortalité toutes causes dans la vaste étude contrôlée versus placebo SELECT. Wegovy® est commercialisé en Belgique (mais non remboursé actuellement) dans les indications validées par l’Agence Européenne des Médicaments, chez les adultes, mais aussi chez les adolescents entre 12 et 18 ans, souffrant d’obésité ou de surpoids avec au moins une complication liée à l’excès pondéral, idéalement dans une approche médicale holistique multidisciplinaire.",2025,Oct,Revue medicale de Liege,André Scheen; Nathalie Esser; Jenny De Flines; Nicolas Paquot,2546,True,2025-10-01
39048755,Resmetirom and Bariatric Surgery: New Frontiers in Treating Obesity-Related Metabolic Dysfunction-Associated Steatohepatitis.,,2024,Sep,Obesity surgery,Kahei Au; Wah Yang,0,False,2024-09-01
41071271,From abdominal adiposity to liver fibrosis: Expanding promise of semaglutide for Asian Indians.,,2025,Oct,Indian journal of gastroenterology : official journal of the Indian Society of Gastroenterology,Amerta Ghosh; Anoop Misra,0,False,2025-10-01
41157197,"Therapeutic Potential of Quercetin, Silibinin, and Crocetin in a High-Fat Diet-Induced Mouse Model of MASLD: The Role of CD36 and PLIN3.","Metabolic dysfunction-associated steatotic liver disease (MASLD) is a prevalent and progressive liver disorder linked to metabolic syndrome affecting over 30% of global population, currently lacking effective pharmacological treatment. Natural compounds like quercetin, silibinin, and crocetin have shown hepatoprotective potential. This study investigates their therapeutic effect in a high-fat diet (HFD)-induced mouse model of MASLD. Ninety-five C57BL/6J (wild type) mice were fed an HFD for 12 weeks to induce hepatic steatosis and were then randomized into eight groups for a 4-week therapeutic intervention. Liver histopathology was assessed using the NAFLD Activity Score (NAS), and immunohistochemistry was conducted to quantify CD36 and PLIN3 expressions. Both quercetin groups significantly reduced the prevalence of steatohepatitis ( Quercetin, silibinin, and crocetin mitigate MASLD progression by reducing steatohepatitis. These effects are associated with distinct modulations of CD36 and PLIN3 protein expression, suggesting that these pathways are promising therapeutic targets in MASLD management. Natural compounds offer a multi-targeted hepatoprotective approach warranting further clinical investigation.",2025,Sep,"Life (Basel, Switzerland)",Maria Sotiropoulou; Ioannis Katsaros; Michail Vailas; Fotini Papachristou; Paraskevi Papakyriakopoulou; Nikolaos Kostomitsopoulos; Alexandra Giatromanolaki; Georgia Valsami; Alexandra Tsaroucha; Dimitrios Schizas,1225,True,2025-09-01
40105914,"Correction: Different formulations of semaglutide and oxidative stress in subjects with type 2 diabetes and MASLD: an open-label, real-life study.",,2025,Oct,Acta diabetologica,Giovanni Petralli; Alice Del Zoppo; Chiara Rovera; Francesco Raggi; Antonio Salvati; Diego Moriconi; Mariarosaria Distaso; Maurizia Rossana Brunetto; Anna Solini,0,False,2025-10-01
40066918,A Markov Model Unveiling the Impact of Resmetirom on the Natural History of MASLD Patients: A Sistematic Review and Meta-Analysis.,"The MAESTRO-NASH phase 3 trial reported that a 52-week treatment of Resmetirom is effective in improving fibrosis and metabolic dysfunction-associated steatohepatitis (MASH) in patients with MASH and F2 or F3 fibrosis, while data on the impact on 5-year and long-term clinical outcomes are still lacking. We simulated the transition probabilities of disease progression in MASLD patients with F2 or F3 fibrosis and the effect of Resmetirom treatment on clinical outcomes. A meta-analysis of literature data formed transition matrices for fibrosis stages and complications, defined as compensated (CC) and decompensated cirrhosis (DC), hepatocellular carcinoma (HCC) and mortality-liver-related mortality (LR-M), cardiovascular mortality (CV-M) and extra-hepatic cancer mortality (EHC-M). Markov model was developed to depict the F2 and F3 fibrosis stage progression towards the complications and to evaluate the effect of Resmetirom treatment on the natural history of MASLD. We estimated the 5-year probability of Resmetirom-treated and untreated MASLD patients with baseline F2 fibrosis of developing CC (5.16% vs. 6.82%, respectively), DC (0.25% vs. 0.3%, respectively), HCC (0.25% vs. 0.32%, respectively) and mortality (0.15% vs. 0.16% for LR-M; 1.02% vs. 1.1% for CV-M; 1.07% vs. 1.2% for EHC-M, respectively). Similarly, we estimated the five-year probability of Resmetirom-treated and untreated MASLD patients with baseline F3 fibrosis of developing CC (17.12% vs. 21.34%, respectively), DC(1.1% vs. 1.47%, respectively), HCC (1.21% vs. 1.73%, respectively) and mortality (0.59% vs. 0.91% for LR-M, 1.92% vs. 2.14% for CV-M and 1.04% vs. 1.14% for EHC-M, respectively). Life Years Gained (LYG) of Resmetirom-treated patients were 0.45 and 0.63 in MASLD patients with F2 and F3 fibrosis, respectively, and the model was sensitive to changes in Resmetirom efficacy and transition probabilities. Resmetirom decreases the 5-year and lifetime Markov-model estimated risk of CC, DC, HCC and liver-related mortality in patients with MASLD and F2 or F3 fibrosis.",2025,Apr,Liver international : official journal of the International Association for the Study of the Liver,Grazia Pennisi; Gabriele Di Maria; Marco Enea; Marco Vaccaro; Ciro Celsa; Michela Antonucci; Giacinta Ciancimino; Carlo Ciccioli; Giuseppe Infantino; Claudia La Mantia; Adele Tulone; Vito Di Marco; Calogero Cammà; Salvatore Petta,2063,True,2025-04-01
41156123,Advancing Heart Failure Care: Breakthroughs and Emerging Strategies.,"Heart failure represents a complex clinical syndrome characterized by progressive ventricular dysfunction, systemic congestion, and high mortality despite significant advances in pharmacological and device-based therapy. This review explores recent developments across the heart failure continuum, with a focus on therapeutic advances across the continuum of care, with emphasis on both established and emerging strategies. In patients with reduced ejection fraction, early initiation of the four pillars markedly lowers cardiovascular events, yet real-world implementation remains limited by therapeutic inertia and underdosing. Novel agents such as finerenone provide cardiorenal benefits in patients with diabetes and chronic kidney disease, while glucagon-like peptide-1 receptor agonists show promise in preserved or mildly reduced ejection fraction, particularly with obesity. Tricuspid regurgitation, once considered a secondary phenomenon, is now recognized as a modifiable contributor to disease progression, with transcatheter interventions offering new therapeutic avenues. In advanced disease, innovations including donation after circulatory death and the development of total artificial heart systems offer promising solutions to overcome organ shortages and improve access to transplantation. Together, these advances highlight a shift toward precision-guided, multidisciplinary heart failure care.",2025,Oct,Journal of clinical medicine,Andrea Tedeschi; Federico Barocelli; Luigi Gerra; Federico Breviario; Matteo Palazzini; Nicolina Conti; Stefano Ferraro; Maria Giulia Bolognesi; Francesco Di Spigno; Piero Gentile; Andrea Garascia; Enrico Ammirati; Giulia Magnani; Giampaolo Niccoli; Nuccia Morici; Daniela Aschieri,1414,True,2025-10-01
41129057,A Multidisciplinary Perspective on Semaglutide Treatment and Medical Nutrition Therapy in Obesity Management.,"This review explores the integration of semaglutide, a highly effective glucagon-like peptide-1 receptor agonist (GLP-1RA), with medical nutritional therapy (MNT) for the comprehensive management of obesity. Semaglutide promotes significant weight loss and metabolic improvement, but optimal outcomes often require combining this pharmacological treatment with tailored nutritional interventions. This review focuses on two prominent dietary strategies whose nutritional profiles may complement semaglutide's mechanisms of action: the Mediterranean diet (MD) and very-low-energy ketogenic therapy (VLEKT). The MD emphasises balanced macronutrients and anti-inflammatory components, making it particularly suitable for individuals with uncomplicated obesity; it supports gradual and sustainable weight loss while mitigating inflammation and gastrointestinal side effects. Conversely, VLEKT, which induces nutritional ketosis, may be more appropriate for patients with significant cardiometabolic comorbidities, offering rapid and substantial fat mass reduction and improved glycaemic control. Both dietary approaches, when integrated with semaglutide therapy, have the potential to preserve lean body mass, reduce gastrointestinal adverse events, and enhance adherence through improved satiety and tolerability. The proposed integrated approach underscores the importance of personalised nutritional strategies guided by patient-specific metabolic, hormonal, and microbiota profiles, and calls for effective multidisciplinary collaboration among nutritionists, endocrinologists, and behavioural health professionals to optimise therapeutic outcomes. Ultimately, we emphasise that shifting the clinical focus from weight reduction alone to a targeted approach integrating semaglutide with evidence-based nutritional strategies may represent the most promising pathway towards sustainable obesity management.",2025,Oct,Current obesity reports,Luigi Barrea; Giuseppe Annunziata; Ludovica Verde; Martina Galasso; Silvia Savastano; Annamaria Colao; Giovanna Muscogiuri,1906,True,2025-10-01
40986735,Glucagon-Like Peptide-1 (GLP-1a) Receptor Agonist Use in Patients Presenting for Gastroenterology Procedures: A Review of Concerns.,"Glucagon-like peptide-1 receptor agonist (GLP1a) agonists are one of the most recent discoveries to improve blood glucose control and provide satiety. The U.S. Food and Drug Administration (FDA) approved the first of these therapeutics for the management of type 2 diabetes in 2005 (Dungan et al., 2023). In 2014, the FDA approved semaglutide, a GLP1a, for weight management of patients with a BMI of 27 kg/m2 or greater and one weight-related ailment for patients with a BMI of at least 30 kg/m2. Although these pharmacologic agents provide many benefits, there is a growing concern for patients who currently use GLP1a medication during the perioperative period, especially relating to delayed gastric emptying. With the increasing use of GLP1a, health care practitioners require in-depth knowledge of implications and treatment for these patients to provide an evidence-based safety net for those requiring endoscopic services.",N/A,01,Gastroenterology nursing : the official journal of the Society of Gastroenterology Nurses and Associates,Linda Wunder; Rebecca Lee; Dawn Dalpé Welliver,931,True,
38709140,Letter: Boosting non-invasive tests-Opportunities and challenges from resmetirom.,,2024,Aug,Alimentary pharmacology & therapeutics,Gong Feng; Calvin Q Pan; Ming-Hua Zheng,0,False,2024-08-01
41125517,Noninvasive indices of hepatic steatosis and fibrosis for the prediction of obstructive coronary artery disease.,"Metabolic dysfunction-associated steatotic liver disease (MASLD) emerges as a significant risk enhancer for cardiovascular disease, yet the predictive role of specific noninvasive tests (NITs) of MASLD for obstructive coronary artery disease (CAD) remains unclear. This study aimed to evaluate the prognostic value of various NITs in predicting obstructive CAD among individuals with symptoms suspected of CAD. This study analyzed data from the GEnetic Syntax Score (GESS) dataset, including 754 patients undergoing invasive coronary angiography (ICA) for suspected CAD. Six NITs, including the triglyceride-glucose (TyG) index, the Framingham steatosis index (FSI), the acNASH index, the fibrosis-4 (FIB-4) index, the aspartate aminotransferase to platelet ratio index (APRI), and the hepatic steatosis index (HSI) were assessed for their association with obstructive CAD using logistic regression models, unadjusted and adjusted for potential covariates. Model performance was evaluated using receiver operating characteristic (ROC) and precision-recall (PR) curves by calculating the area under the curve (AUC) and performing formal hypothesis testing procedures through a stratified 10-fold cross-validation approach. TyG (odds ratio [OR]: 3.009, 95% CI: 2.223-4.126), FSI (OR: 1.185, 95% CI: 1.050-1.342), and APRI (OR: 2.350, 95% CI: 1.085-5.367), were found to be significantly associated with obstructive CAD. The adjusted TyG model exhibited superior predictive performance (AUC-ROC: 0.701, 95% CI: 0.673-0.724; AUC-PR: 0.825, 95% CI: 0.797-0.858), outperforming all the other models. TyG demonstrated the highest predictive value for identifying individuals at increased risk of obstructive CAD. These findings highlight a potential role of NITs in cardiovascular risk stratification, though further external validation is needed.",2025,Sep,Journal of clinical lipidology,Dimitrios Trygoniaris; Nikolaos Mittas; Andreas S Papazoglou; Efstratios Karagiannidis; Fani Chatzopoulou; Stergios A Polyzos; Dimitrios Chatzidimitriou; Lefteris Angelis; Ioannis S Vizirianakis,1841,True,2025-09-01
41104517,GLP-1RA and the risk of non-arteritic anterior ischaemic optic neuropathy in patients with type 2 diabetes: A population-based study.,"Evidence on the safety of semaglutide and other glucagon-like peptide-1 receptor agonists (GLP-1RA) concerning non-arteritic anterior ischemic optic neuropathy (NAION) is inconclusive, with several studies published to date presenting methodological challenges. We sought to compare the risk of presumed NAION in patients with type 2 diabetes (T2D), initiating a GLP-1RA versus a sodium-glucose cotransporter-2 inhibitor (SGLT2i), using a new-user active comparator cohort study design within a target trial emulation framework. Using insurance claims data from three databases (01/2016-08/2024), we identified 482 912 propensity score matched (1:1) pairs of GLP-1RA and SGLT2i adult initiators with T2D and without prior ischemic optic neuropathy (ION) or other optic nerve disorders. NAION was defined as a diagnosis of ION without other causes of optic neuropathy, combined with an ophthalmologist or optometrist visit on the same day. We estimated pooled hazard ratios (HRs) and rate differences (RDs). Over a median follow-up of 6.7 months on treatment, the risk of incident NAION was higher among initiators of GLP-1RA compared with SGLT2i [HR, 1.85; 95% CI (1.51-2.27); RD, 0.29 (0.19, 0.39) per 1000 person-years]. Results were consistent across subgroups and sensitivity analyses. A meta-analysis of our semaglutide analysis with previously published results also showed an elevated risk, with a HR of 2.78 (1.39-5.56). In this large observational study, the initiation of GLP-1RA was associated with an 85% increase in the risk of presumed NAION, compared with the initiation of SGLT2is, though incidence rates and absolute increase in risk were small.",2025,Oct,"Diabetes, obesity & metabolism",Helen Tesfaye; Julie M Paik; Deborah J Wexler; Jimena Tatiana Hathaway; Elaine W Yu; Ariel Freedman; Joseph F Rizzo; Elisabetta Patorno,1663,True,2025-10-01
41103349,Association between HOMA-IR and metabolic dysfunction-associated steatohepatitis in U.S. adults with MASLD.,"MASH is a critical point in metabolic dysfunction-associated steatotic liver disease (MASLD). Understanding its association with the Homeostatic Model Assessment of Insulin Resistance (HOMA-IR) is essential, as HOMA-IR is a marker for insulin resistance. This study analyzed 700 adults from the NHANES 2017-2020, using the FAST score (with thresholds of ≥0.35 and ≥ 0.67) to identify individuals at high MASH risk. Logistic regression assessed HOMA-IR's association with MASH risk, while linear regression evaluated its link to liver stiffness measurement (LSM) and controlled attenuation parameter (CAP). Nonlinear associations were explored using restricted cubic splines (RCS), and BMI's mediation effects were examined through causal mediation analysis. MASH risk was significantly higher in the highest HOMA-IR quartile compared to the lowest (OR = 5.942, 95 %CI = 2.117-16.679, P = 0.001). RCS revealed nonlinear associations between HOMA-IR and both MASH risk (P = 0.007) and liver metrics (LSM: P = 0.045; CAP: P < 0.001). HOMA-IR correlated with increased hepatic steatosis and fibrosis severity. BMI mediated 34.26 % and 19.62 % of the associations for LSM and CAP, respectively. Monitoring HOMA-IR is vital for early MASH risk detection and intervention. Targeting insulin resistance and BMI may reduce MASH risk and severity, highlighting the need for integrated therapeutic strategies.",2025,Dec,Metabolism open,Xiao-Xuan Tang; Rui Wu; Jun-Hui Chen; Feng-Lan Wang; Sai-Li Zhao; Jie Lu; Jian Qin; Duan-Ming Zhuang; Bin Zhang,1399,True,2025-12-01
41130633,"Weight loss drugs: Semaglutide boosts heart health regardless of how much weight patients lose, study suggests.",,2025,Oct,BMJ (Clinical research ed.),Jacqui Wise,0,False,2025-10-01
40987517,Plasma and fecal bile acids profiles in metabolic dysfunction-associated steatotic liver disease with advanced fibrosis.,"Bile acids (BAs) act as hormonal ligands of the hepatic and intestinal receptor farnesoid X receptor and stimulators of fibroblast growth factor 19 (FGF-19) and glucagon-like peptide-1 (GLP-1) secretion. Although metabolic dysfunction-associated steatotic liver disease (MASLD) is linked to BAs dysregulation, the effects of advanced fibrosis on plasma and fecal BAs profiles remain unclear. We compared 35 plasmatic and fecal BAs concentrations and qualitative pools, including primary, secondary, unconjugated, and conjugated BAs in the fasting state between individuals with advanced fibrosis stages (F3-F4/4) (",2025,Nov,American journal of physiology. Endocrinology and metabolism,Marion Pradeau; Sandrine Beaulieu; Véronique Paquet; Jocelyn Trottier; Mélanie Verreault; Stéphanie Ferland; Olivier Barbier; Anne-Marie Carreau,615,True,2025-11-01
39896966,Assessment of Resmetirom Efficacy (80 mg vs. 100 mg) Stratified by Baseline Body Mass Index and Weight in Patients From the MAESTRO-NASH Trial.,,2024,Dec,Gastroenterology & hepatology,,0,False,2024-12-01
41156997,Research on Shrinkage in Lithium Slag Geopolymer Mortar: Effects of Mix Proportions and a Shrinkage Prediction Model.,"Lithium slag (LS), a solid waste generated during lithium smelting, exhibits significant potential for geopolymer preparation. However, the high shrinkage of lithium slag geopolymer mortar (LSGM) severely restricts its engineering application. Currently, research on the effects of mix proportions (GBFS-LS mass ratio, water-binder ratio, and binder-sand ratio) on LSGM's shrinkage, and the correlation between shrinkage behavior and microstructures (pore structure and thermal behavior), remains insufficient. Additionally, there is a lack of targeted shrinkage prediction models for LSGM. To address these research gaps, this study systematically investigates the shrinkage characteristics of LSGM and develops a modified prediction model. Thermogravimetric analysis-differential thermal gravimetric analysis (TG-DTG) results show that a lower GBFS-LS ratio promotes the formation of dense sodium-alumino-silicate hydrate (N-A-S-H) gels. Meanwhile, mercury intrusion porosimetry (MIP) tests demonstrate that optimizing the water-binder ratio and binder-sand ratio refines the pore structure of LSGM, where the average pore size is reduced from 53.5 nm at a GBFS-LS ratio of 3 to 28.75 nm at a GBFS-LS ratio of 1.5.Quantitatively; compared with the group with a GBFS-LS ratio of 3, the 90-day shrinkage strain of the group with a GBFS-LS ratio of 1.5 decreases by 25.8%. When the water-binder ratio decreases from 0.57 to 0.27, the 90-day shrinkage strain reduces by 36.7%; in contrast, increasing the binder-sand ratio from 0.21 to 0.39 leads to a 39.8% increase in 90-day shrinkage strain. Based on the experimental data and the fundamental framework of the American Concrete Institute (ACI) model, this study introduces mix proportion influence coefficients and constructs a novel shrinkage prediction model tailored to LSGM. The coefficient of determination (R",2025,Oct,"Materials (Basel, Switzerland)",Lei Wang; Gao Pan; Cai Wu; Sidong Xu; Daopei Zhu,1866,True,2025-10-01
41068870,The association between dietary consumption of amino acids and the risk of non-alcoholic fatty liver disease: a case-control study.,"Few studies, with inconsistent results, have been conducted to examine the effect of protein and amino acid consumption on non-alcoholic fatty liver disease (NAFLD). Therefore, this study aimed to assess the relationship between dietary intake of amino acids or groups of amino acids and the risk of NAFLD. This case-control study included 171 participants with NAFLD and 730 controls from Tehran, Iran. A validated Food frequency questionnaire (FFQ) with 168 items, was used to evaluate dietary information. Odds ratios (ORs) and corresponding confidence intervals (CIs) were calculated by regression models, adjusted for potential confounders including age, sex, body mass index (BMI), smoking status, physical activity, history of diabetes mellitus, and total energy intake. The mean ± standard deviation (SD) age of participants was 43.26 ± 13.9 years. Intake of total protein and all amino acids was significantly higher in patients with NAFLD than in the control group (P < 0.001). Increased risk of developing NAFLD compared to the reference quartile was observed in the highest quartiles of dietary isoleucine (OR, 4.72; 95%CI, 1.57-14.19), tyrosine (OR, 5.11, 95%CI, 1.73-15.05), threonine (OR, 3.47; 95%CI, 1.16-10.33), and valine (OR, 4.51; 95%CI, 1.45-14.02) intake. Subgroup analysis by sex revealed that in the females, the OR for NAFLD were 0.36 (95%CI, 0.13-0.98) among those with the highest intake of non-essential amino acids, and 2.78 (95%CI, 1.02-7.50) among those with the highest intake of essential amino acids compared to those in the first quartile. However, there was no significant trend among male cases. Consumption of specific amino acids might be associated with odds of NAFLD.",2025,Oct,Nutrition & metabolism,Asieh Mansour; Mohammad Abdollahi; Maryam Mirahmad; Soudabe Motamed; Atie Sadat Khorasanian; Seyed Hossein Mirlohi; Hossein Poustchi; Elaheh Amini; Farnaz Tavakoli; Mohammad Reza Mohajeri-Tehrani; Sayed Mahmoud Sajjadi-Jazi; Azita Hekmatdoost,1710,True,2025-10-01
40072011,Therapeutic Potential of GLP-1 Receptor Agonists in Metabolic Associated Steatotic Liver Disease.,"To summarize the current knowledge on the therapeutic potential of GLP-1 receptor agonists in managing metabolic associated steatotic liver disease (MASLD). A literature review was conducted using the search terms  All relevant clinical trials, review articles, package inserts, and guidelines evaluating clinically relevant evidence regarding the therapeutic potential of GLP-1 agonists in MASLD were considered for inclusion. GLP-1 RAs have shown promising results in MASLD treatment. Semaglutide has demonstrated efficacy in reducing liver fat content, inflammation, and fibrosis, with clinical trials indicating improvements in hepatic biomarkers and cardiometabolic risk factors. Similarly, tirzepatide has been associated with substantial weight loss and significant reductions in liver fat and fibrosis markers. Both agents exert their effects through mechanisms involving improved insulin sensitivity, reduced lipid accumulation, and attenuation of hepatic inflammation. Given the high prevalence of MASLD in patients with obesity and type 2 diabetes, tirzepatide and semaglutide could play a critical role in clinical practice by addressing multiple facets of the disease. Both agents have shown potential in reducing liver fat, improving hepatic biomarkers, and mitigating cardiometabolic risks, which are leading causes of morbidity and mortality in MASLD patients. Incorporating these therapies into MASLD treatment guidelines could significantly enhance patient outcomes by targeting both liver-related and systemic complications of the disease. GLP1 RAs show great potential in managing MASLD by promoting weight loss, improving glycemic control, and reducing liver inflammation.",2025,Oct,The Annals of pharmacotherapy,Klaudia Nowak; Krzysztof Łupina; Anna Romac; Aleksandra Kalisz; Łucja Ilkiewicz; Jakub Janczura,1694,True,2025-10-01
41133117,Decreased incidence of hidradenitis suppurativa and psoriasis in diabetic patients treated with GLP-1 receptor agonists: A retrospective cohort study.,,2025,Oct,JAAD international,Lauren M Ching; Christopher A Guirguis; Nicholas L Iskandar; Joe K Tung,0,False,2025-10-01
41140968,The impact of air pollution on non-alcoholic fatty liver disease: A global ecological analysis of incidence and mortality trends by human development index (1990-2019).,"Despite the growing interest in the relationship between air pollution exposure and non-alcoholic fatty liver disease (NAFLD), no ecological study has investigated this association. This study aims to bridge this gap by examining the relationship between air pollution exposure and NAFLD burden, with a focus on the role of the Human Development Index (HDI) of countries from 1990 to 2019. We gathered data on NAFLD incidence and mortality from the Global Burden of Disease (GBD) study 2019, as well as air pollution exposure data obtained from the World Bank database. A mixed-effects regression model was employed to examine the associations, adjusting for potential confounders. A total of 189 countries were included in the analysis. The global incidence rate of NAFLD was 559.95 per 100,000 people, with a mortality rate of 1.93 per 100,000. Countries with greater exposure to NO2, ozone, and PM2.5 had significantly higher NAFLD incidence (Regression Estimate per 1 SD increase (RESD) in NO2[SE] = 8.82[1.15], P-value < 0.001; RESD ozone[SE] = 17.97[1.37], P-value < 0.001; RESD PM2.5[SE] = 35.09[2.57], P-value < 0.001) and lower death rates (RESD NO2[SE] =-0.14[0.01], P-value < 0.001; RESD ozone[SE] =-0.22[0.02], P-value < 0.001; RESD PM2.5[SE] =-0.20[0.03], P-value < 0.001), particularly in countries with higher HDI. However, low-HDI countries exhibited no significant relationship between air pollution and NAFLD incidence while showing a significant positive correlation between pollutant exposure and NAFLD mortality. While air pollution is linked to higher NAFLD incidence globally, its relationship with mortality varies, particularly in low-HDI countries. These results suggest a need for region-specific approaches, considering the ecological context. The online version contains supplementary material available at 10.1007/s40200-025-01751-0.",2025,Dec,Journal of diabetes and metabolic disorders,Amirhossein Ghaseminejad-Raeini; Mehdi Yaseri; Masoud Younesian; Alireza Azarboo; Amirhossein Shirinezhad; Erfan Naghavi; Maryam Tajvar,1864,True,2025-12-01
41110921,Canadian Cardiovascular Society/Canadian Heart Failure Society 2025 Guideline Update for Pharmacologic Management of Heart Failure With Nonreduced Ejection Fraction (LVEF > 40%).,"Heart failure with nonreduced ejection fraction (HFnrEF), defined as signs and symptoms of heart failure (HF) with a left ventricular ejection fraction (LVEF) of > 40%, continues to increase in prevalence with significant effects to patients, their care givers, and the health care system broadly. Historically, this population has been divided into HF with mildly reduced (HFmrEF) or HF with preserved ejection fraction (HFpEF). However, contemporary evidence indicates that patients across the spectrum of LVEF > 40% experience similar clinical outcomes and, importantly, respond consistently to several key pharmacotherapies. Adoption of the term HFnrEF provides a practical and unified framework for clinical decision-making, reducing ambiguity and promoting consistent application of evidence-based therapies. To support clinicians in translating evidence into practice, the Canadian Cardiovascular Society (CCS) and the Canadian Heart Failure Society (CHFS) present this guideline, which is focused on pharmacological management of symptomatic heart failure with nonreduced ejection fraction (HFnrEF). Underpinned by Grading of Recommendations, Assessment, Development, and Evaluation (GRADE) methodology and meta-analyses, outcomes of interest include pharmacotherapies shown to reduce the risk of HF hospitalization (HFH) and improve patient well-being in this population. The guideline offers concise recommendations for 4 key classes of pharmacological therapies: sodium-glucose cotransporter-2 inhibitors (SGLT2i), mineralocorticoid receptor antagonists (MRAs), angiotensin receptor-neprilysin inhibitors (ARNIs), and evidence-based drugs with glucagon-like peptide-1 (GLP-1) receptor agonist activity. Recommendations are complemented by practical tips to guide the initiation, titration, and maintenance of these foundational treatments. By emphasizing therapeutic consistency across the > 40% LVEF spectrum, this guideline aims to streamline care pathways and enhance the delivery of guideline-directed medical therapy for patients with symptomatic HFnrEF in real-world settings.",2025,Oct,The Canadian journal of cardiology,Sean Virani; Shelley Zieroth; Natasha Aleksova; Kim Anderson; Brian Clarke; Anique Ducharme; Justin A Ezekowitz; Farid Foroutan; Nadia Giannetti; Rahul Jain; Douglas Lee; Serge Lepage; Kristin Lyons; Michael McDonald; Caroline McGuinty; Lisa Mielniczuk; Eileen O'Meara; Stephanie Poon; Kyla Siatecki; Elizabeth Swiggum; Mustafa Toma; Ricky D Turgeon; Marc Bains; Margot K Davis; Sabe De; Nowell Fine; Jodi Heshka; Sabina Keen; Alexandra King; Andrea Lavoie; Susanna Mak; Lynn McCleary; Oussama Outbih; Rodolfo Pike; Abhinav Sharma; Harriette G C Van Spall; Amelia Ming Ching Yip,2094,True,2025-10-01
